payment_id,order_id,payment_method,payment_value
1015,1474,Credit Card,140.92
1016,1830,Debit Card,335.44
1017,410,Debit Card,619.5
1018,87,Boleto,930.04
1019,864,Debit Card,525.44
1020,85,Credit Card,271.53
1021,606,Credit Card,440.84
1022,1815,Pix,145.8
1023,413,Boleto,474.29
1024,1185,Boleto,986.84
1025,1227,Boleto,426.18
1026,1683,Debit Card,814.45
1027,442,Debit Card,177.99
1028,1569,Pix,578.38
1029,235,Pix,302.39
1030,561,Credit Card,29.93
1031,1146,Boleto,477.73
1032,1820,Pix,991.47
1033,1729,Credit Card,673.47
1034,1507,Debit Card,370.8
1035,886,Debit Card,555.7
1036,1859,Debit Card,447.64
1037,1592,Debit Card,856.44
1038,710,Credit Card,473.42
1039,580,Credit Card,143.09
1040,600,Debit Card,474.69
1041,1800,Pix,124.24
1042,1676,Boleto,779.04
1043,149,Pix,867.07
1044,1494,Credit Card,778.59
1045,1968,Credit Card,33.15
1046,1759,Debit Card,371.79
1047,1900,Pix,314.1
1048,1122,Credit Card,811.67
1049,823,Credit Card,912.01
1050,1770,Pix,272.15
1051,319,Boleto,444.01
1052,439,Boleto,324.41
1053,1651,Pix,609.5
1054,1059,Credit Card,283.27
1055,1699,Credit Card,970.59
1056,392,Debit Card,589.97
1057,835,Boleto,366.67
1058,748,Pix,255.25
1059,883,Debit Card,966.92
1060,1816,Debit Card,651.1
1061,681,Boleto,797.67
1062,602,Boleto,385.58
1063,260,Debit Card,167.02
1064,1167,Credit Card,514.36
1065,1724,Pix,297.64
1066,1983,Debit Card,883.26
1067,54,Pix,972.58
1068,1962,Credit Card,193.7
1069,99,Credit Card,507.89
1070,1910,Boleto,454.59
1071,634,Pix,999.62
1072,247,Boleto,347.72
1073,897,Boleto,110.29
1074,1782,Pix,921.77
1075,778,Credit Card,546.72
1076,97,Pix,486.96
1077,1989,Boleto,316.21
1078,595,Boleto,514.95
1079,837,Debit Card,491.14
1080,737,Boleto,608.31
1081,1509,Boleto,23.94
1082,1381,Boleto,568.88
1083,1928,Debit Card,612.4
1084,848,Debit Card,173.75
1085,799,Credit Card,594.72
1086,46,Boleto,579.25
1087,64,Boleto,66.82
1088,1194,Pix,986.75
1089,1433,Credit Card,23.75
1090,954,Debit Card,359.32
1091,377,Pix,978.65
1092,359,Debit Card,631.99
1093,898,Credit Card,491.1
1094,1178,Pix,46.19
1095,1596,Debit Card,37.18
1096,1485,Debit Card,72.94
1097,929,Pix,682.42
1098,293,Debit Card,435.87
1099,464,Boleto,974.59
1100,1425,Debit Card,852.11
1101,1288,Pix,178.54
1102,27,Debit Card,700.28
1103,1722,Debit Card,470.68
1104,1769,Credit Card,633.8
1105,1396,Debit Card,298.04
1106,872,Debit Card,252.12
1107,1297,Debit Card,956.8
1108,930,Credit Card,107.98
1109,1147,Boleto,103.07
1110,1170,Pix,21.89
1111,1340,Boleto,481.81
1112,444,Pix,811.8
1113,164,Boleto,806.34
1114,1577,Boleto,812.68
1115,532,Boleto,411.25
1116,1044,Pix,455.24
1117,678,Credit Card,274.35
1118,1342,Boleto,583.73
1119,598,Credit Card,552.1
1120,1262,Debit Card,267.54
1121,330,Debit Card,205.17
1122,382,Credit Card,690.52
1123,546,Credit Card,316.29
1124,641,Debit Card,695.09
1125,351,Pix,290.8
1126,680,Credit Card,677.26
1127,287,Pix,308.44
1128,1941,Debit Card,444.37
1129,1768,Debit Card,888.62
1130,62,Pix,314.08
1131,121,Credit Card,770.14
1132,1998,Pix,427.44
1133,1961,Debit Card,415.16
1134,1677,Pix,207.52
1135,1228,Debit Card,907.75
1136,1564,Pix,333.67
1137,163,Debit Card,780.58
1138,877,Credit Card,813.49
1139,1290,Pix,686.69
1140,1075,Pix,186.12
1141,39,Credit Card,79.17
1142,1554,Debit Card,649.06
1143,1220,Boleto,531.7
1144,77,Pix,769.66
1145,1551,Pix,185.02
1146,1571,Credit Card,142.48
1147,1380,Credit Card,681.47
1148,997,Pix,797.98
1149,411,Debit Card,925.79
1150,1979,Credit Card,528.98
1151,655,Credit Card,150.13
1152,252,Pix,937.88
1153,1186,Boleto,983.59
1154,808,Boleto,686.34
1155,1478,Debit Card,819.16
1156,771,Pix,772.18
1157,286,Debit Card,925.84
1158,1072,Boleto,629.06
1159,1477,Pix,925.69
1160,1885,Pix,817.85
1161,1202,Pix,729.65
1162,630,Debit Card,708.94
1163,597,Credit Card,666.48
1164,686,Pix,938.84
1165,1569,Boleto,39.85
1166,1204,Debit Card,489.3
1167,1412,Credit Card,432.61
1168,1831,Boleto,903.46
1169,1996,Credit Card,922.48
1170,1628,Credit Card,875.97
1171,1719,Debit Card,747.0
1172,652,Debit Card,505.59
1173,1761,Debit Card,922.78
1174,279,Credit Card,329.55
1175,1177,Pix,23.98
1176,168,Pix,555.95
1177,1754,Boleto,343.26
1178,135,Credit Card,41.33
1179,651,Credit Card,261.4
1180,1357,Boleto,486.95
1181,1283,Credit Card,569.52
1182,911,Debit Card,885.41
1183,439,Debit Card,440.16
1184,1933,Boleto,136.75
1185,1864,Credit Card,833.45
1186,416,Boleto,918.94
1187,1518,Pix,876.47
1188,810,Debit Card,691.28
1189,1537,Boleto,518.22
1190,786,Credit Card,586.64
1191,642,Credit Card,375.48
1192,1963,Credit Card,905.16
1193,1930,Boleto,211.17
1194,786,Boleto,831.39
1195,1235,Debit Card,826.35
1196,1016,Credit Card,914.14
1197,1884,Credit Card,417.29
1198,1661,Pix,765.74
1199,515,Pix,56.62
1200,1593,Credit Card,562.6
1201,100,Debit Card,844.91
1202,1413,Credit Card,41.16
1203,1585,Credit Card,686.21
1204,14,Credit Card,985.84
1205,1814,Debit Card,345.34
1206,741,Debit Card,817.3
1207,264,Credit Card,918.99
1208,299,Credit Card,909.02
1209,1714,Credit Card,631.98
1210,1535,Boleto,161.68
1211,1239,Credit Card,972.58
1212,374,Credit Card,817.26
1213,369,Debit Card,58.7
1214,315,Credit Card,630.19
1215,1841,Pix,495.12
1216,132,Debit Card,195.93
1217,1121,Pix,847.11
1218,1541,Pix,974.59
1219,1406,Boleto,418.86
1220,1929,Boleto,240.72
1221,1013,Boleto,950.62
1222,1903,Pix,420.29
1223,1707,Pix,429.03
1224,1700,Boleto,427.95
1225,560,Credit Card,125.46
1226,429,Pix,449.15
1227,838,Pix,217.25
1228,1445,Pix,429.76
1229,1362,Boleto,525.23
1230,1230,Boleto,440.17
1231,1521,Boleto,501.23
1232,1366,Credit Card,78.83
1233,355,Boleto,716.72
1234,141,Credit Card,599.73
1235,167,Boleto,33.9
1236,557,Debit Card,163.15
1237,173,Credit Card,822.66
1238,29,Credit Card,867.71
1239,1445,Pix,890.59
1240,374,Credit Card,939.37
1241,134,Debit Card,320.33
1242,1563,Boleto,159.68
1243,918,Debit Card,333.49
1244,230,Credit Card,884.86
1245,1048,Debit Card,792.52
1246,1525,Credit Card,511.82
1247,1318,Credit Card,335.78
1248,568,Debit Card,36.2
1249,1872,Credit Card,644.76
1250,1216,Debit Card,738.64
1251,1477,Credit Card,59.89
1252,1025,Debit Card,445.66
1253,833,Pix,547.91
1254,1873,Pix,739.51
1255,1157,Boleto,912.89
1256,345,Pix,789.69
1257,1731,Credit Card,364.47
1258,663,Pix,612.3
1259,436,Pix,613.55
1260,535,Credit Card,737.88
1261,1119,Debit Card,169.7
1262,1179,Debit Card,683.83
1263,1580,Debit Card,68.96
1264,596,Pix,100.31
1265,1679,Credit Card,749.76
1266,1657,Credit Card,648.99
1267,1671,Debit Card,640.73
1268,840,Boleto,211.14
1269,1014,Boleto,716.53
1270,996,Boleto,832.96
1271,293,Pix,716.76
1272,1929,Debit Card,671.97
1273,877,Debit Card,826.87
1274,625,Boleto,896.65
1275,835,Pix,62.06
1276,1995,Boleto,548.38
1277,1651,Credit Card,586.69
1278,204,Boleto,193.06
1279,659,Debit Card,93.42
1280,1627,Debit Card,375.97
1281,423,Credit Card,705.51
1282,1084,Debit Card,857.13
1283,677,Debit Card,30.62
1284,631,Pix,918.56
1285,1595,Pix,907.02
1286,1473,Boleto,215.74
1287,211,Credit Card,135.13
1288,1360,Credit Card,223.44
1289,1378,Pix,142.53
1290,1328,Debit Card,422.8
1291,296,Pix,224.74
1292,385,Credit Card,190.83
1293,1559,Pix,556.14
1294,808,Debit Card,501.31
1295,1620,Debit Card,82.61
1296,582,Debit Card,131.54
1297,537,Pix,643.76
1298,1181,Debit Card,976.7
1299,1285,Boleto,276.42
1300,1697,Debit Card,745.65
1301,1802,Pix,149.58
1302,413,Boleto,715.95
1303,754,Pix,106.18
1304,680,Boleto,333.57
1305,176,Pix,556.05
1306,1338,Debit Card,598.06
1307,1606,Debit Card,408.39
1308,668,Debit Card,297.57
1309,252,Pix,710.26
1310,583,Boleto,985.36
1311,1167,Credit Card,340.25
1312,1141,Boleto,645.54
1313,1205,Debit Card,676.15
1314,1451,Debit Card,157.36
1315,357,Boleto,208.71
1316,626,Debit Card,118.32
1317,1342,Credit Card,489.98
1318,278,Pix,329.94
1319,827,Boleto,887.0
1320,389,Credit Card,289.59
1321,509,Debit Card,729.05
1322,255,Debit Card,677.0
1323,1998,Boleto,695.72
1324,938,Credit Card,486.41
1325,452,Pix,623.22
1326,1105,Debit Card,508.65
1327,1301,Boleto,182.24
1328,1979,Debit Card,76.71
1329,1070,Debit Card,818.88
1330,453,Credit Card,280.36
1331,146,Credit Card,74.7
1332,483,Boleto,267.64
1333,473,Pix,658.27
1334,1004,Debit Card,731.71
1335,1866,Credit Card,166.73
1336,1189,Credit Card,980.4
1337,483,Pix,136.48
1338,440,Pix,318.65
1339,1510,Credit Card,862.96
1340,1654,Credit Card,363.5
1341,78,Boleto,661.77
1342,1010,Credit Card,252.42
1343,1963,Pix,248.67
1344,702,Boleto,677.18
1345,1801,Debit Card,987.6
1346,1867,Boleto,463.95
1347,207,Debit Card,84.51
1348,1694,Debit Card,714.6
1349,631,Pix,922.81
1350,382,Credit Card,848.42
1351,1400,Pix,391.74
1352,83,Credit Card,116.65
1353,923,Debit Card,803.86
1354,567,Boleto,92.38
1355,296,Debit Card,371.0
1356,1337,Debit Card,295.94
1357,331,Credit Card,168.66
1358,1501,Pix,35.46
1359,683,Debit Card,939.16
1360,955,Pix,973.67
1361,340,Pix,579.46
1362,1758,Boleto,178.21
1363,143,Credit Card,308.6
1364,1852,Pix,148.5
1365,1973,Credit Card,289.15
1366,218,Pix,715.46
1367,1352,Boleto,598.0
1368,623,Boleto,697.54
1369,306,Pix,242.37
1370,380,Debit Card,668.12
1371,785,Credit Card,387.9
1372,520,Credit Card,319.99
1373,328,Credit Card,856.26
1374,897,Pix,527.42
1375,1714,Credit Card,787.79
1376,650,Pix,333.95
1377,1874,Pix,137.1
1378,1776,Boleto,384.32
1379,1309,Boleto,277.05
1380,359,Credit Card,995.54
1381,316,Boleto,118.41
1382,945,Boleto,897.99
1383,1294,Debit Card,947.2
1384,1573,Debit Card,849.3
1385,698,Pix,67.32
1386,161,Pix,166.79
1387,267,Pix,173.85
1388,938,Boleto,229.44
1389,1746,Credit Card,522.73
1390,987,Debit Card,987.76
1391,2000,Debit Card,124.84
1392,1513,Pix,885.32
1393,1702,Boleto,49.09
1394,1796,Boleto,73.92
1395,1148,Pix,95.68
1396,1656,Boleto,572.08
1397,1737,Debit Card,163.19
1398,461,Debit Card,387.24
1399,171,Pix,895.45
1400,1818,Debit Card,437.57
1401,1836,Pix,617.36
1402,1914,Credit Card,643.45
1403,1176,Credit Card,493.58
1404,860,Debit Card,183.36
1405,559,Credit Card,429.73
1406,1040,Pix,413.67
1407,1156,Debit Card,882.46
1408,1057,Credit Card,376.68
1409,1216,Pix,387.09
1410,1653,Debit Card,971.85
1411,1362,Pix,150.3
1412,311,Credit Card,414.99
1413,1462,Pix,103.8
1414,1458,Debit Card,39.54
1415,1692,Debit Card,303.75
1416,1502,Debit Card,765.2
1417,1735,Boleto,108.64
1418,347,Pix,81.96
1419,20,Boleto,618.8
1420,1875,Debit Card,555.01
1421,1345,Credit Card,629.08
1422,966,Pix,626.23
1423,975,Credit Card,474.05
1424,958,Boleto,375.78
1425,46,Pix,95.12
1426,1025,Debit Card,185.92
1427,1121,Debit Card,810.13
1428,190,Debit Card,376.26
1429,245,Boleto,550.91
1430,638,Debit Card,51.51
1431,205,Pix,220.39
1432,607,Debit Card,113.16
1433,1566,Boleto,340.02
1434,1839,Pix,407.66
1435,607,Credit Card,27.13
1436,424,Credit Card,699.75
1437,916,Boleto,692.35
1438,1520,Boleto,123.83
1439,63,Credit Card,890.59
1440,1381,Debit Card,684.24
1441,578,Debit Card,29.23
1442,1400,Boleto,460.86
1443,944,Debit Card,573.97
1444,1454,Debit Card,930.99
1445,421,Boleto,875.59
1446,1111,Pix,784.2
1447,1615,Boleto,149.22
1448,1726,Credit Card,337.69
1449,1584,Credit Card,44.99
1450,1389,Debit Card,971.51
1451,1279,Debit Card,259.55
1452,1686,Credit Card,526.74
1453,31,Debit Card,594.09
1454,1914,Pix,455.89
1455,1958,Pix,650.35
1456,1713,Credit Card,868.04
1457,141,Boleto,76.87
1458,622,Pix,39.78
1459,1177,Boleto,491.65
1460,523,Pix,962.88
1461,1871,Pix,345.51
1462,1421,Credit Card,875.06
1463,695,Pix,762.43
1464,1248,Credit Card,400.97
1465,709,Pix,913.44
1466,286,Boleto,686.86
1467,1180,Pix,716.71
1468,1457,Debit Card,252.12
1469,1794,Debit Card,517.44
1470,938,Pix,60.34
1471,610,Boleto,582.46
1472,1038,Credit Card,119.34
1473,1268,Pix,51.66
1474,1658,Debit Card,168.64
1475,1408,Credit Card,51.63
1476,1823,Pix,631.39
1477,741,Pix,129.42
1478,1469,Boleto,816.07
1479,1291,Boleto,286.57
1480,420,Pix,589.01
1481,477,Debit Card,293.97
1482,964,Debit Card,459.65
1483,161,Pix,760.88
1484,1658,Credit Card,778.95
1485,1766,Pix,580.37
1486,1630,Debit Card,698.48
1487,552,Debit Card,757.07
1488,620,Debit Card,73.35
1489,1926,Pix,652.79
1490,184,Boleto,542.41
1491,172,Debit Card,170.57
1492,867,Debit Card,937.85
1493,1195,Debit Card,264.34
1494,1789,Boleto,141.4
1495,771,Pix,560.97
1496,376,Pix,700.94
1497,1788,Pix,46.67
1498,254,Pix,764.68
1499,784,Pix,769.04
1500,840,Boleto,170.78
1501,505,Credit Card,214.18
1502,1050,Debit Card,342.11
1503,1791,Boleto,651.89
1504,42,Pix,423.04
1505,750,Credit Card,309.36
1506,528,Pix,956.92
1507,1008,Credit Card,585.58
1508,310,Pix,593.99
1509,1172,Pix,727.38
1510,1917,Pix,991.24
1511,1702,Credit Card,555.92
1512,747,Debit Card,867.55
1513,1262,Credit Card,964.5
1514,354,Credit Card,930.09
1515,302,Pix,325.05
1516,534,Boleto,568.15
1517,132,Pix,363.29
1518,22,Pix,627.8
1519,1569,Pix,235.58
1520,1913,Credit Card,358.16
1521,1256,Boleto,759.33
1522,1401,Pix,742.8
1523,426,Debit Card,177.14
1524,1416,Pix,900.08
1525,1723,Debit Card,184.86
1526,635,Boleto,237.78
1527,969,Debit Card,902.66
1528,135,Debit Card,457.24
1529,886,Debit Card,757.67
1530,1845,Credit Card,754.35
1531,1326,Boleto,201.8
1532,681,Pix,580.64
1533,1429,Pix,349.02
1534,144,Debit Card,852.03
1535,448,Boleto,374.63
1536,771,Credit Card,231.79
1537,677,Boleto,316.66
1538,244,Pix,788.14
1539,1156,Credit Card,341.69
1540,1184,Pix,962.71
1541,990,Boleto,641.37
1542,1391,Boleto,940.8
1543,657,Credit Card,226.61
1544,732,Debit Card,104.78
1545,493,Boleto,289.58
1546,1177,Debit Card,374.35
1547,852,Boleto,229.64
1548,1487,Pix,647.43
1549,1892,Pix,439.12
1550,1115,Credit Card,753.96
1551,159,Debit Card,691.23
1552,431,Debit Card,346.98
1553,1924,Boleto,806.36
1554,1309,Credit Card,378.24
1555,28,Boleto,948.79
1556,842,Credit Card,374.99
1557,894,Boleto,816.12
1558,8,Debit Card,695.24
1559,1639,Boleto,94.82
1560,252,Boleto,719.31
1561,1405,Pix,820.68
1562,1712,Credit Card,920.35
1563,620,Debit Card,57.1
1564,1167,Pix,886.99
1565,1371,Pix,734.03
1566,1723,Debit Card,998.28
1567,1616,Debit Card,226.46
1568,1918,Credit Card,775.06
1569,112,Debit Card,607.62
1570,1988,Boleto,423.88
1571,907,Debit Card,70.29
1572,1431,Debit Card,743.55
1573,1972,Credit Card,433.11
1574,53,Pix,35.51
1575,118,Boleto,980.38
1576,80,Credit Card,82.86
1577,804,Pix,282.11
1578,117,Debit Card,32.52
1579,1919,Boleto,267.78
1580,1467,Debit Card,743.39
1581,585,Boleto,316.59
1582,1364,Pix,839.68
1583,681,Pix,356.21
1584,1815,Credit Card,349.76
1585,433,Boleto,610.42
1586,303,Boleto,91.41
1587,1712,Boleto,908.13
1588,1918,Boleto,622.05
1589,1088,Debit Card,206.23
1590,570,Debit Card,169.53
1591,394,Boleto,923.71
1592,394,Debit Card,144.82
1593,870,Pix,373.25
1594,391,Credit Card,643.16
1595,1374,Credit Card,542.92
1596,1800,Pix,107.9
1597,1448,Boleto,169.83
1598,185,Boleto,455.19
1599,390,Debit Card,860.36
1600,686,Pix,898.31
1601,664,Boleto,645.4
1602,1965,Pix,441.86
1603,1448,Debit Card,636.31
1604,1333,Debit Card,637.3
1605,1955,Pix,285.67
1606,635,Boleto,560.93
1607,611,Boleto,431.25
1608,1306,Boleto,535.66
1609,745,Debit Card,122.88
1610,645,Debit Card,639.52
1611,977,Boleto,76.91
1612,796,Pix,646.29
1613,636,Credit Card,495.84
1614,747,Credit Card,176.49
1615,1868,Boleto,936.74
1616,78,Credit Card,385.47
1617,1811,Debit Card,964.25
1618,457,Boleto,428.73
1619,1986,Debit Card,870.03
1620,1991,Pix,836.06
1621,1901,Pix,949.14
1622,443,Credit Card,92.57
1623,841,Credit Card,952.28
1624,838,Pix,797.85
1625,971,Debit Card,541.39
1626,854,Pix,915.28
1627,1683,Pix,841.34
1628,378,Debit Card,688.02
1629,994,Pix,195.22
1630,559,Pix,956.36
1631,1501,Debit Card,855.34
1632,249,Credit Card,877.92
1633,550,Boleto,486.54
1634,1238,Debit Card,447.49
1635,944,Boleto,258.24
1636,1782,Credit Card,508.36
1637,335,Boleto,580.42
1638,983,Debit Card,291.96
1639,1945,Pix,664.59
1640,1190,Debit Card,580.03
1641,894,Boleto,522.26
1642,1889,Pix,659.1
1643,729,Pix,565.14
1644,725,Pix,916.87
1645,1999,Debit Card,521.13
1646,924,Credit Card,238.8
1647,1823,Debit Card,444.34
1648,26,Debit Card,671.91
1649,1874,Credit Card,889.6
1650,431,Credit Card,455.68
1651,222,Debit Card,794.78
1652,1771,Credit Card,567.43
1653,1962,Debit Card,55.15
1654,290,Pix,621.12
1655,932,Pix,343.31
1656,72,Credit Card,952.35
1657,413,Pix,400.78
1658,529,Debit Card,541.8
1659,1813,Credit Card,448.47
1660,1302,Pix,93.4
1661,1948,Boleto,572.15
1662,504,Pix,825.67
1663,1207,Pix,683.45
1664,195,Debit Card,311.0
1665,172,Boleto,145.57
1666,39,Debit Card,181.39
1667,1168,Credit Card,895.92
1668,846,Credit Card,618.58
1669,295,Pix,600.91
1670,298,Pix,664.78
1671,641,Boleto,329.97
1672,736,Pix,784.61
1673,130,Pix,225.17
1674,1000,Boleto,609.55
1675,1136,Credit Card,603.28
1676,11,Credit Card,895.25
1677,1329,Debit Card,233.06
1678,1374,Boleto,632.35
1679,1243,Boleto,924.43
1680,1091,Pix,271.61
1681,234,Pix,535.53
1682,837,Credit Card,257.84
1683,1236,Credit Card,976.05
1684,413,Pix,99.48
1685,765,Pix,228.87
1686,1691,Credit Card,293.29
1687,725,Debit Card,924.9
1688,828,Pix,547.14
1689,1603,Debit Card,669.03
1690,1347,Debit Card,345.29
1691,636,Pix,581.25
1692,486,Credit Card,431.1
1693,179,Debit Card,872.42
1694,946,Debit Card,110.02
1695,1053,Boleto,411.68
1696,1308,Pix,160.11
1697,1510,Boleto,314.45
1698,1962,Debit Card,414.73
1699,1462,Pix,136.41
1700,1157,Credit Card,847.63
1701,129,Debit Card,27.15
1702,1275,Credit Card,435.67
1703,493,Boleto,522.8
1704,807,Debit Card,133.96
1705,1581,Boleto,964.02
1706,1989,Debit Card,923.14
1707,65,Pix,379.66
1708,369,Boleto,825.26
1709,1766,Boleto,674.52
1710,1792,Credit Card,396.87
1711,97,Credit Card,486.91
1712,1447,Pix,222.08
1713,1946,Pix,278.17
1714,281,Debit Card,445.41
1715,1075,Credit Card,416.77
1716,1825,Debit Card,180.56
1717,1591,Boleto,295.85
1718,254,Credit Card,732.05
1719,1385,Pix,659.71
1720,517,Pix,177.6
1721,573,Credit Card,307.65
1722,1942,Debit Card,142.91
1723,234,Boleto,731.15
1724,1831,Pix,694.5
1725,47,Debit Card,676.37
1726,567,Debit Card,318.97
1727,1300,Pix,962.91
1728,1159,Credit Card,373.6
1729,1538,Pix,977.39
1730,714,Debit Card,535.45
1731,934,Pix,347.7
1732,1782,Boleto,501.55
1733,670,Boleto,694.64
1734,951,Credit Card,399.89
1735,1948,Boleto,801.5
1736,1917,Pix,679.76
1737,316,Boleto,833.44
1738,578,Pix,510.76
1739,377,Debit Card,664.07
1740,1413,Credit Card,629.63
1741,584,Debit Card,748.44
1742,1484,Debit Card,847.45
1743,552,Credit Card,540.64
1744,1810,Debit Card,611.28
1745,33,Credit Card,461.03
1746,544,Credit Card,41.44
1747,684,Pix,742.88
1748,666,Debit Card,187.67
1749,519,Pix,888.73
1750,114,Debit Card,571.52
1751,274,Debit Card,95.33
1752,1684,Debit Card,581.49
1753,1369,Debit Card,841.14
1754,1673,Pix,481.13
1755,1512,Pix,400.43
1756,848,Debit Card,995.59
1757,1011,Boleto,826.36
1758,356,Boleto,171.64
1759,1099,Credit Card,778.09
1760,12,Pix,632.06
1761,573,Credit Card,28.2
1762,594,Debit Card,171.24
1763,1318,Boleto,472.65
1764,1099,Credit Card,568.03
1765,602,Boleto,72.37
1766,1133,Boleto,525.83
1767,1283,Pix,106.27
1768,1103,Boleto,517.64
1769,1666,Credit Card,329.03
1770,1604,Debit Card,156.48
1771,1816,Credit Card,975.84
1772,1842,Pix,759.25
1773,995,Boleto,746.9
1774,691,Pix,566.21
1775,1012,Pix,570.06
1776,677,Pix,228.25
1777,905,Credit Card,100.31
1778,543,Debit Card,472.31
1779,181,Boleto,925.57
1780,1693,Debit Card,126.22
1781,1865,Credit Card,238.1
1782,338,Boleto,206.51
1783,637,Credit Card,814.92
1784,1992,Credit Card,782.68
1785,731,Boleto,242.9
1786,1214,Pix,539.22
1787,142,Pix,885.13
1788,1261,Debit Card,198.44
1789,988,Boleto,172.95
1790,764,Pix,212.75
1791,825,Boleto,366.04
1792,1780,Pix,758.94
1793,1139,Debit Card,946.68
1794,1964,Credit Card,670.8
1795,177,Credit Card,450.15
1796,143,Boleto,35.22
1797,1748,Boleto,369.93
1798,1079,Boleto,289.15
1799,331,Boleto,35.1
1800,927,Debit Card,339.14
1801,900,Pix,70.35
1802,564,Pix,340.44
1803,1141,Boleto,864.19
1804,375,Credit Card,45.78
1805,93,Pix,427.27
1806,1429,Boleto,540.25
1807,302,Pix,194.61
1808,1354,Boleto,157.13
1809,1887,Pix,79.17
1810,1125,Boleto,440.36
1811,351,Boleto,208.87
1812,373,Credit Card,241.7
1813,1383,Debit Card,630.7
1814,604,Credit Card,30.87
1815,680,Boleto,587.84
1816,435,Credit Card,385.02
1817,1403,Boleto,835.7
1818,1974,Debit Card,954.16
1819,1581,Pix,187.58
1820,1434,Credit Card,178.87
1821,1985,Credit Card,875.03
1822,1212,Pix,309.26
1823,232,Debit Card,509.2
1824,1606,Boleto,626.41
1825,344,Pix,560.78
1826,126,Pix,84.4
1827,1413,Debit Card,593.57
1828,39,Debit Card,898.53
1829,1456,Pix,200.58
1830,243,Credit Card,724.86
1831,990,Debit Card,883.94
1832,728,Pix,814.67
1833,253,Boleto,177.42
1834,453,Credit Card,973.55
1835,1148,Debit Card,859.41
1836,1255,Debit Card,190.3
1837,1638,Debit Card,503.43
1838,1380,Boleto,623.27
1839,234,Boleto,659.81
1840,880,Credit Card,277.64
1841,600,Debit Card,717.88
1842,614,Boleto,577.66
1843,859,Pix,540.87
1844,1215,Credit Card,895.91
1845,19,Credit Card,409.2
1846,1497,Debit Card,462.91
1847,1434,Credit Card,194.06
1848,1075,Credit Card,284.09
1849,1738,Debit Card,624.14
1850,1900,Credit Card,346.29
1851,776,Pix,75.86
1852,1077,Credit Card,455.43
1853,889,Credit Card,667.61
1854,1947,Debit Card,594.28
1855,473,Debit Card,552.46
1856,199,Debit Card,654.93
1857,475,Pix,77.88
1858,855,Credit Card,586.63
1859,706,Pix,403.17
1860,674,Pix,268.53
1861,1825,Boleto,514.67
1862,1018,Credit Card,896.03
1863,916,Credit Card,464.07
1864,404,Boleto,81.48
1865,751,Credit Card,187.01
1866,1382,Credit Card,933.48
1867,1441,Credit Card,558.73
1868,724,Debit Card,725.96
1869,469,Pix,189.72
1870,1892,Credit Card,268.74
1871,1184,Pix,451.26
1872,1650,Debit Card,256.47
1873,1560,Debit Card,842.72
1874,1666,Debit Card,766.74
1875,845,Debit Card,534.46
1876,1182,Pix,581.36
1877,1204,Pix,852.41
1878,76,Debit Card,468.11
1879,495,Debit Card,839.94
1880,530,Pix,698.11
1881,1961,Pix,592.73
1882,904,Boleto,506.05
1883,1241,Boleto,90.07
1884,1479,Debit Card,412.05
1885,270,Credit Card,80.26
1886,1370,Debit Card,85.45
1887,1407,Credit Card,112.37
1888,1832,Debit Card,70.23
1889,512,Boleto,69.13
1890,926,Credit Card,782.41
1891,472,Boleto,901.87
1892,195,Pix,935.5
1893,1239,Debit Card,737.23
1894,112,Boleto,166.06
1895,286,Boleto,186.08
1896,741,Pix,613.25
1897,1436,Pix,425.55
1898,309,Boleto,493.56
1899,1851,Pix,162.89
1900,871,Boleto,642.78
1901,1211,Credit Card,707.25
1902,1033,Boleto,993.12
1903,1905,Debit Card,271.06
1904,1482,Debit Card,158.3
1905,1996,Pix,488.62
1906,1177,Credit Card,186.4
1907,1109,Debit Card,634.28
1908,1794,Credit Card,434.47
1909,833,Boleto,389.26
1910,1295,Pix,738.11
1911,583,Credit Card,798.64
1912,484,Pix,321.87
1913,1666,Credit Card,677.52
1914,1017,Boleto,287.18
1915,230,Pix,534.21
1916,1681,Pix,670.16
1917,526,Credit Card,448.41
1918,1612,Debit Card,220.47
1919,743,Pix,501.6
1920,430,Debit Card,428.43
1921,1863,Boleto,104.58
1922,1820,Debit Card,176.44
1923,1577,Credit Card,481.82
1924,1492,Credit Card,818.78
1925,1367,Boleto,336.54
1926,1893,Credit Card,516.06
1927,1041,Pix,290.68
1928,727,Debit Card,617.33
1929,1153,Credit Card,227.59
1930,1167,Boleto,596.06
1931,1938,Debit Card,771.1
1932,1312,Debit Card,474.52
1933,710,Debit Card,989.75
1934,6,Credit Card,986.49
1935,2000,Credit Card,792.12
1936,2000,Boleto,342.14
1937,103,Boleto,442.35
1938,1214,Pix,162.56
1939,1995,Pix,284.67
1940,1590,Debit Card,641.3
1941,1766,Debit Card,363.53
1942,1996,Debit Card,926.02
1943,1166,Credit Card,654.52
1944,626,Debit Card,127.37
1945,1198,Credit Card,706.63
1946,1366,Debit Card,425.65
1947,1892,Pix,134.08
1948,666,Boleto,278.73
1949,187,Pix,894.52
1950,1827,Boleto,389.43
1951,1345,Credit Card,763.83
1952,1894,Pix,156.19
1953,685,Pix,321.37
1954,504,Pix,928.35
1955,651,Pix,986.79
1956,1808,Boleto,799.95
1957,202,Credit Card,491.12
1958,1779,Boleto,90.54
1959,1437,Credit Card,500.6
1960,233,Credit Card,519.37
1961,1886,Credit Card,606.39
1962,725,Pix,528.89
