order_id,customer_id,order_date,total_amount
931,232,2025-07-10,27.76
932,276,2025-10-14,862.08
933,323,2025-03-09,583.93
934,463,2025-10-31,88.33
935,368,2025-08-07,497.81
936,8,2025-09-11,320.97
937,1,2025-10-08,715.57
938,294,2025-10-23,110.39
939,26,2025-04-23,399.17
940,328,2025-07-18,369.7
941,15,2026-01-29,616.8
942,442,2025-09-19,872.33
943,228,2025-07-26,783.79
944,149,2025-09-20,531.63
945,283,2025-04-20,209.21
946,87,2025-05-14,26.9
947,127,2025-06-09,161.23
948,291,2025-08-06,227.31
949,223,2025-09-01,455.94
950,319,2025-08-24,862.33
951,292,2025-09-20,468.64
952,281,2025-09-18,354.95
953,471,2025-06-08,387.1
954,407,2025-04-05,560.75
955,238,2025-08-15,665.26
956,351,2025-12-14,154.03
957,39,2025-12-01,252.46
958,472,2025-06-29,816.92
959,444,2025-11-26,384.89
960,498,2025-04-23,820.46
961,357,2025-06-20,497.55
962,106,2025-09-16,509.36
963,450,2025-05-13,131.61
964,410,2025-04-17,788.11
965,162,2026-02-08,115.79
966,94,2025-06-03,815.97
967,312,2025-03-19,120.39
968,398,2025-05-11,271.64
969,9,2025-11-05,841.27
970,90,2025-10-28,828.72
971,56,2025-07-29,690.8
972,193,2025-05-09,211.38
973,360,2025-11-26,43.02
974,83,2025-10-06,793.17
975,210,2025-07-27,70.17
976,253,2025-12-28,546.03
977,113,2026-02-10,654.1
978,420,2026-01-29,35.53
979,169,2025-05-07,890.96
980,404,2025-05-01,74.78
981,436,2025-08-30,630.32
982,144,2025-06-13,883.09
983,484,2025-10-19,573.55
984,417,2025-10-14,115.68
985,334,2026-02-14,94.49
986,220,2025-04-08,307.92
987,341,2025-11-11,587.16
988,167,2025-08-02,188.4
989,232,2025-09-04,428.53
990,289,2025-03-27,795.56
991,135,2026-01-18,842.47
992,194,2025-08-30,701.72
993,91,2026-02-03,744.4
994,462,2025-05-11,974.04
995,428,2025-11-03,929.5
996,73,2025-10-19,633.38
997,334,2025-07-15,900.47
998,463,2025-07-21,713.34
999,193,2025-09-10,981.52
1000,139,2025-10-30,884.19
1001,322,2025-08-19,510.06
1002,499,2025-11-20,795.24
1003,51,2025-03-29,779.63
1004,80,2025-03-05,26.67
1005,240,2025-03-30,274.6
1006,101,2026-02-04,180.45
1007,139,2025-11-10,792.39
1008,353,2026-02-09,402.89
1009,164,2025-11-16,151.64
1010,15,2025-03-14,207.25
1011,225,2025-03-25,197.88
1012,195,2025-06-06,499.56
1013,270,2025-11-10,956.0
1014,260,2025-10-14,291.66
1015,79,2025-12-03,189.49
1016,259,2025-08-30,332.88
1017,98,2025-09-18,873.65
1018,65,2025-06-07,759.28
1019,103,2025-11-28,92.14
1020,196,2025-03-20,41.96
1021,341,2026-01-09,814.09
1022,253,2026-02-18,746.71
1023,208,2025-05-25,162.73
1024,87,2026-01-09,453.05
1025,453,2025-11-08,951.82
1026,30,2025-11-30,230.96
1027,320,2025-09-27,467.82
1028,87,2025-12-11,258.95
1029,492,2025-10-01,859.96
1030,414,2025-08-05,440.61
1031,116,2025-11-25,440.77
1032,113,2025-12-11,634.27
1033,311,2026-01-26,625.41
1034,306,2026-01-25,48.14
1035,483,2025-12-27,339.45
1036,214,2025-10-25,768.77
1037,155,2025-08-08,482.32
1038,132,2025-12-18,931.27
1039,280,2025-09-29,867.56
1040,189,2025-04-05,287.5
1041,26,2026-01-23,123.84
1042,290,2025-08-19,749.42
1043,254,2025-10-06,709.42
1044,185,2026-01-21,378.78
1045,417,2025-08-04,188.85
1046,319,2025-04-26,90.86
1047,147,2025-06-18,532.07
1048,483,2025-05-29,394.88
1049,447,2025-07-03,197.34
1050,296,2026-01-04,683.2
1051,147,2025-06-11,485.5
1052,101,2025-06-18,981.17
1053,458,2026-01-18,946.46
1054,77,2025-12-05,84.0
1055,28,2025-08-07,475.27
1056,346,2026-01-30,690.55
1057,296,2025-10-14,574.24
1058,175,2026-03-03,712.1
1059,74,2025-05-25,391.12
1060,423,2025-05-26,727.79
1061,66,2025-06-15,612.87
1062,26,2025-11-23,720.12
1063,223,2025-03-19,566.92
1064,67,2025-12-27,279.86
1065,200,2026-01-26,926.32
1066,412,2025-04-03,751.8
1067,304,2025-04-09,305.52
1068,56,2025-04-11,855.11
1069,40,2025-12-16,683.24
1070,76,2025-12-15,248.5
1071,5,2025-06-02,804.4
1072,75,2026-02-18,892.79
1073,105,2025-08-09,532.33
1074,213,2025-04-26,891.39
1075,329,2025-08-21,701.41
1076,422,2025-06-22,651.54
1077,487,2025-10-25,956.91
1078,113,2026-02-15,672.85
1079,430,2025-08-14,875.04
1080,427,2025-11-21,995.9
1081,492,2025-04-05,798.26
1082,135,2025-06-13,299.28
1083,437,2025-08-04,431.19
1084,120,2025-06-08,457.89
1085,224,2025-09-09,383.61
1086,370,2025-03-06,118.98
1087,248,2025-07-20,675.75
1088,78,2025-12-24,430.45
1089,33,2025-05-07,654.63
1090,242,2025-11-28,513.32
1091,81,2025-03-06,673.82
1092,324,2025-05-30,692.66
1093,236,2025-06-11,618.25
1094,259,2025-12-14,24.43
1095,413,2025-11-20,462.1
1096,362,2025-08-27,633.36
1097,88,2025-10-07,643.16
1098,297,2025-09-30,436.98
1099,125,2025-05-10,888.84
1100,359,2025-11-22,76.99
1101,140,2025-07-06,908.18
1102,280,2025-09-19,366.95
1103,252,2025-11-07,163.05
1104,77,2025-12-06,961.33
1105,408,2025-08-18,406.63
1106,323,2025-07-23,815.44
1107,287,2025-08-05,355.92
1108,13,2025-08-15,22.83
1109,139,2026-02-25,642.05
1110,445,2026-01-14,762.1
1111,70,2025-04-29,828.3
1112,64,2025-07-16,979.9
1113,228,2025-08-22,834.97
1114,197,2025-09-24,645.96
1115,151,2025-12-26,965.78
1116,300,2026-02-16,632.9
1117,341,2025-11-04,296.53
1118,474,2025-06-27,153.05
1119,492,2025-05-24,972.9
1120,409,2025-12-01,925.3
1121,474,2025-12-02,722.71
1122,97,2025-07-10,80.02
1123,295,2025-10-05,465.44
1124,327,2026-02-06,188.04
1125,152,2025-11-14,644.45
1126,239,2025-08-17,571.12
1127,436,2025-10-01,341.19
1128,411,2025-09-10,499.65
1129,270,2025-08-13,988.37
1130,15,2025-10-17,574.25
1131,379,2025-09-27,167.31
1132,470,2025-11-05,737.47
1133,12,2025-11-02,948.4
1134,488,2025-06-04,133.96
1135,59,2025-10-12,183.19
1136,128,2026-02-06,718.66
1137,311,2025-07-31,650.06
1138,170,2025-10-13,985.49
1139,235,2025-10-28,598.5
1140,66,2025-08-17,812.77
1141,3,2025-11-25,828.89
1142,65,2025-09-16,37.55
1143,418,2025-09-12,573.01
1144,484,2025-09-11,122.26
1145,433,2025-11-27,385.81
1146,148,2026-01-31,786.88
1147,496,2025-12-26,494.67
1148,65,2025-12-23,161.07
1149,104,2025-12-27,587.69
1150,476,2025-08-29,800.59
1151,257,2025-08-06,490.95
1152,210,2025-05-09,311.98
1153,61,2025-06-27,952.15
1154,88,2025-05-25,830.94
1155,45,2025-12-22,739.9
1156,482,2025-04-30,397.2
1157,231,2025-10-18,316.05
1158,327,2026-02-20,971.41
1159,247,2025-07-30,324.38
1160,330,2025-07-11,604.23
1161,350,2026-02-06,436.92
1162,445,2025-03-09,760.97
1163,354,2026-01-29,225.21
1164,196,2025-09-20,768.15
1165,328,2026-01-21,603.86
1166,408,2025-09-11,130.67
1167,285,2026-02-04,596.05
1168,155,2026-01-29,340.73
1169,63,2025-12-16,659.65
1170,342,2026-02-27,620.12
1171,482,2025-11-09,693.85
1172,463,2025-10-09,984.72
1173,322,2025-11-26,613.45
1174,339,2025-12-01,361.34
1175,6,2025-05-14,956.12
1176,444,2025-09-01,765.0
1177,66,2026-02-28,631.84
1178,346,2025-12-29,868.42
1179,455,2025-05-09,29.52
1180,152,2025-05-31,219.43
1181,434,2025-08-12,24.32
1182,416,2025-11-29,245.32
1183,440,2025-05-09,689.54
1184,140,2025-08-27,418.06
1185,265,2026-03-02,126.19
1186,60,2025-12-14,467.23
1187,466,2025-08-21,596.52
1188,74,2026-02-04,341.58
1189,133,2025-07-18,623.95
1190,141,2026-02-28,787.17
1191,252,2025-11-26,826.53
1192,481,2026-01-14,703.82
1193,175,2025-07-14,252.67
1194,496,2025-08-30,262.58
1195,254,2026-02-20,33.76
1196,458,2025-05-16,871.93
1197,199,2025-04-14,428.74
1198,446,2025-07-26,482.28
1199,486,2025-07-31,403.02
1200,18,2025-09-10,329.69
1201,448,2025-05-15,670.99
1202,306,2025-11-30,331.96
1203,132,2025-12-13,301.75
1204,100,2025-12-20,597.28
1205,452,2025-10-21,447.39
1206,172,2025-10-27,393.58
1207,210,2025-03-13,990.78
1208,137,2025-10-30,929.16
1209,169,2026-02-09,581.8
1210,326,2025-10-24,286.42
1211,147,2025-07-09,862.36
1212,37,2025-04-26,703.69
1213,334,2025-12-03,873.22
1214,53,2025-12-06,326.57
1215,43,2025-05-18,144.02
1216,400,2025-12-20,264.48
1217,138,2025-07-12,637.45
1218,441,2026-01-04,123.12
1219,19,2025-12-22,127.38
1220,471,2025-12-28,577.97
1221,33,2025-09-03,270.8
1222,284,2026-01-13,31.99
1223,82,2025-03-15,886.3
1224,413,2025-08-09,447.4
1225,244,2025-12-11,139.3
1226,103,2026-01-20,51.93
1227,370,2025-05-23,682.13
1228,198,2025-07-27,318.11
1229,194,2025-08-14,732.82
1230,381,2025-09-16,120.49
1231,193,2026-01-09,450.64
1232,48,2026-03-05,454.91
1233,351,2026-01-04,102.1
1234,71,2025-10-26,756.17
1235,241,2025-11-18,573.94
1236,323,2025-05-14,558.68
1237,120,2025-04-16,744.78
1238,494,2025-03-12,714.48
1239,162,2025-07-30,557.91
1240,162,2025-10-10,761.94
1241,204,2025-12-12,870.85
1242,442,2025-12-04,389.05
1243,222,2026-01-31,282.57
1244,452,2025-05-03,333.53
1245,124,2025-07-17,548.38
1246,377,2026-01-03,910.57
1247,44,2025-04-09,119.68
1248,317,2025-06-12,139.97
1249,78,2025-11-24,540.79
1250,331,2025-12-18,543.87
1251,117,2025-06-22,571.38
1252,148,2026-02-17,229.16
1253,459,2025-11-25,448.24
1254,335,2026-01-23,935.25
1255,351,2026-02-12,649.22
1256,217,2025-09-22,503.56
1257,418,2025-11-15,486.73
1258,334,2025-05-09,384.24
1259,303,2025-11-15,454.67
1260,18,2025-09-01,792.9
1261,276,2025-05-22,853.67
1262,197,2025-04-23,393.71
1263,51,2025-12-26,166.93
1264,217,2025-12-29,741.49
1265,357,2025-03-28,347.76
1266,418,2026-01-03,191.74
1267,402,2025-04-13,554.46
1268,295,2025-09-09,981.98
1269,242,2025-11-06,207.36
1270,135,2025-06-08,698.62
1271,138,2026-02-17,887.17
1272,386,2025-09-23,289.88
1273,96,2026-01-22,165.15
1274,396,2026-01-19,783.26
1275,155,2025-07-20,90.39
1276,207,2025-03-23,832.39
1277,229,2026-02-24,242.97
1278,120,2025-04-28,998.19
1279,107,2025-03-20,916.16
1280,68,2025-10-05,218.72
1281,287,2025-11-08,728.71
1282,426,2025-03-10,35.73
1283,49,2025-03-27,329.23
1284,392,2025-10-11,254.95
1285,185,2025-10-16,860.51
1286,164,2025-06-24,281.38
1287,436,2025-10-27,722.78
1288,483,2026-01-31,51.5
1289,55,2025-07-09,709.56
1290,271,2025-07-01,586.75
1291,6,2025-10-16,673.53
1292,353,2025-08-17,100.62
1293,14,2025-11-13,55.68
1294,202,2025-08-09,22.93
1295,153,2026-01-02,852.41
1296,290,2026-01-13,893.58
1297,247,2025-04-20,906.8
1298,477,2026-01-30,862.25
1299,32,2026-02-23,808.36
1300,450,2025-06-28,151.37
1301,309,2025-11-06,581.44
1302,32,2025-11-28,987.1
1303,86,2025-11-02,704.8
1304,467,2025-08-10,264.7
1305,204,2025-04-14,682.3
1306,40,2025-06-13,705.19
1307,485,2026-02-05,347.07
1308,451,2025-10-30,764.89
1309,411,2026-02-05,452.43
1310,222,2025-04-11,538.71
1311,166,2026-01-28,80.7
1312,251,2026-02-15,362.57
1313,313,2025-10-25,245.19
1314,91,2025-07-21,192.62
1315,269,2025-11-27,441.2
1316,195,2026-01-14,922.44
1317,228,2025-08-28,608.02
1318,221,2026-02-02,847.52
1319,153,2025-06-17,262.64
1320,443,2025-03-23,417.32
1321,378,2026-03-03,885.71
1322,366,2025-06-11,511.17
1323,1,2025-05-20,481.11
1324,120,2025-08-26,510.49
1325,218,2025-07-30,94.25
1326,47,2025-03-25,576.9
1327,318,2025-11-11,976.74
1328,378,2025-11-10,515.44
1329,55,2025-08-23,298.68
1330,247,2025-12-09,64.7
1331,74,2025-05-02,85.72
1332,228,2025-04-23,131.96
1333,296,2025-05-14,542.89
1334,231,2025-06-20,996.37
1335,418,2026-02-17,526.9
1336,421,2025-08-23,698.31
1337,421,2025-10-25,805.62
1338,290,2025-04-09,942.87
1339,339,2025-06-07,676.58
1340,426,2025-04-10,20.2
1341,368,2025-03-18,791.66
1342,468,2025-10-19,545.81
1343,405,2025-03-06,372.79
1344,85,2025-11-13,189.07
1345,75,2026-01-17,781.13
1346,39,2026-01-08,405.71
1347,474,2025-09-18,448.18
1348,462,2025-11-28,943.28
1349,57,2025-05-04,666.73
1350,315,2025-09-19,644.13
1351,280,2025-08-11,646.71
1352,30,2025-05-23,244.92
1353,10,2025-07-18,260.77
1354,163,2025-05-09,504.25
1355,275,2026-02-09,277.85
1356,136,2025-09-16,968.49
1357,148,2025-07-10,74.84
1358,287,2025-06-30,921.81
1359,417,2025-07-09,764.4
1360,356,2025-11-01,189.66
1361,73,2025-08-22,894.13
1362,178,2026-02-20,580.01
1363,266,2026-02-26,160.86
1364,133,2025-05-17,129.06
1365,437,2026-01-01,349.33
1366,326,2025-10-01,176.0
1367,249,2025-09-11,837.63
1368,305,2025-04-04,785.87
1369,347,2025-11-19,315.91
1370,340,2025-03-29,691.54
1371,131,2025-03-10,999.24
1372,67,2025-05-27,613.38
1373,132,2025-07-29,328.33
1374,252,2025-07-18,203.22
1375,392,2025-05-27,435.71
1376,87,2025-11-07,475.59
1377,96,2025-10-01,611.02
1378,418,2025-09-08,584.54
1379,438,2025-05-01,334.93
1380,214,2026-03-01,883.96
1381,17,2025-09-23,179.98
1382,245,2025-05-29,360.97
1383,363,2025-06-28,456.53
1384,240,2025-06-18,223.41
1385,325,2025-11-11,149.4
1386,91,2025-06-12,50.33
1387,1,2025-08-12,734.43
1388,458,2025-09-22,160.86
1389,172,2025-05-25,695.78
1390,343,2025-09-15,862.86
1391,389,2025-11-03,833.68
1392,391,2025-12-25,321.55
1393,481,2026-02-25,985.14
1394,414,2025-08-08,919.82
1395,145,2025-06-26,948.38
1396,14,2025-12-17,414.65
1397,132,2025-03-25,436.88
1398,324,2025-07-22,711.18
1399,17,2025-12-09,624.41
1400,263,2026-02-05,588.12
1401,29,2026-01-27,485.3
1402,287,2026-02-21,680.32
1403,177,2025-09-10,306.01
1404,145,2025-09-20,48.37
1405,463,2025-09-10,591.28
1406,170,2026-01-19,174.37
1407,286,2025-10-24,98.23
1408,464,2025-03-12,687.02
1409,418,2025-05-08,283.09
1410,398,2026-01-10,254.12
1411,69,2025-07-30,447.76
1412,341,2025-11-11,33.09
1413,66,2026-02-05,200.65
1414,189,2025-08-01,183.37
1415,235,2025-05-11,535.0
1416,271,2025-05-25,537.59
1417,6,2026-01-15,648.81
1418,349,2025-11-19,432.31
1419,279,2025-07-11,618.23
1420,117,2025-12-17,696.72
1421,116,2025-08-29,629.31
1422,237,2025-09-14,199.0
1423,235,2026-01-20,849.7
1424,460,2025-09-06,591.51
1425,463,2025-03-25,323.92
1426,421,2026-01-07,658.44
1427,32,2025-12-22,104.93
1428,25,2025-08-14,432.05
1429,375,2025-05-02,248.51
1430,197,2025-09-20,673.66
1431,238,2025-04-29,50.36
1432,143,2025-06-10,56.23
1433,277,2025-12-30,359.94
1434,343,2025-04-05,859.9
1435,287,2026-01-02,414.6
1436,317,2025-08-23,191.68
1437,374,2025-11-23,872.9
1438,331,2025-06-15,518.38
1439,378,2025-06-05,615.84
1440,217,2025-06-03,537.33
1441,192,2026-02-25,418.17
1442,481,2025-10-12,341.68
1443,224,2025-10-18,99.84
1444,304,2026-01-30,756.46
1445,281,2025-04-07,690.66
1446,329,2025-08-12,905.25
1447,500,2025-06-21,724.82
1448,25,2025-11-28,631.9
1449,460,2026-01-03,163.37
1450,113,2026-01-27,939.28
1451,359,2025-08-26,597.39
1452,181,2025-04-15,719.65
1453,298,2025-10-08,45.27
1454,19,2025-09-18,35.24
1455,138,2025-03-21,928.68
1456,89,2025-05-20,119.34
1457,136,2025-12-13,821.03
1458,237,2026-02-22,908.11
1459,10,2025-09-05,148.16
1460,177,2025-10-14,31.83
1461,276,2025-07-03,139.81
1462,373,2025-11-08,617.77
1463,35,2025-11-16,562.23
1464,93,2026-03-01,926.07
1465,212,2025-11-10,481.37
1466,325,2026-01-28,828.67
1467,270,2025-03-17,214.35
1468,293,2025-08-21,133.15
1469,236,2026-01-09,193.67
1470,29,2025-09-26,866.03
1471,63,2025-07-22,549.61
1472,359,2025-03-23,233.81
1473,134,2025-10-27,574.57
1474,145,2026-01-12,188.88
1475,480,2026-01-17,993.18
1476,218,2025-06-30,60.56
1477,19,2025-05-13,605.56
1478,149,2026-02-22,47.43
1479,472,2025-05-01,498.04
1480,209,2025-04-04,993.92
1481,47,2025-12-12,772.83
1482,158,2025-05-28,934.48
1483,429,2026-01-15,205.51
1484,262,2025-05-12,879.14
1485,120,2025-12-16,389.34
1486,317,2025-12-12,317.37
1487,412,2026-01-27,67.31
1488,173,2025-04-04,799.63
1489,429,2025-06-04,769.83
1490,242,2025-06-30,33.86
1491,378,2025-09-13,611.39
1492,486,2025-10-14,570.87
1493,413,2025-04-05,525.79
1494,316,2026-01-26,506.46
1495,387,2025-05-24,493.33
1496,23,2025-06-28,155.25
1497,500,2025-12-08,361.22
1498,332,2025-09-01,171.38
1499,55,2025-03-11,488.57
1500,8,2025-11-06,275.41
1501,364,2025-05-08,230.16
1502,429,2025-09-23,128.43
1503,33,2026-02-03,84.08
1504,370,2025-05-24,33.22
1505,249,2025-09-29,712.86
1506,161,2025-12-29,260.43
1507,136,2025-03-23,277.19
1508,449,2025-06-13,527.67
1509,180,2025-05-14,401.21
1510,221,2025-08-29,517.96
1511,360,2025-08-21,108.26
1512,149,2025-12-02,603.75
1513,132,2025-11-06,235.2
1514,293,2025-07-05,287.82
1515,118,2025-06-01,222.29
1516,350,2025-08-31,732.69
1517,139,2026-01-17,66.1
1518,225,2025-09-11,554.26
1519,404,2025-08-11,281.46
1520,379,2026-02-16,787.6
1521,111,2025-06-26,400.59
1522,176,2025-12-13,894.96
1523,498,2025-09-21,193.06
1524,479,2025-12-22,180.47
1525,420,2026-01-22,837.25
1526,219,2025-12-29,997.72
1527,447,2026-02-02,424.96
1528,95,2025-07-03,642.89
1529,399,2025-04-19,458.55
1530,318,2025-04-13,623.41
1531,239,2025-10-08,516.97
1532,368,2026-01-04,485.73
1533,62,2025-08-02,397.26
1534,152,2025-10-15,753.74
1535,47,2025-08-14,626.1
1536,412,2025-10-02,971.08
1537,300,2025-04-05,534.6
1538,107,2026-01-17,915.63
1539,69,2025-12-03,82.45
1540,272,2026-03-01,525.85
1541,256,2025-07-11,976.36
1542,317,2025-11-03,180.75
1543,500,2026-01-11,29.79
1544,439,2025-11-15,442.89
1545,165,2025-05-23,205.23
1546,148,2026-02-12,534.85
1547,389,2025-06-01,588.34
1548,331,2025-06-19,83.59
1549,135,2025-04-12,816.69
1550,113,2025-04-16,622.04
1551,457,2025-08-07,243.36
1552,470,2025-04-09,231.07
1553,487,2025-05-20,161.37
1554,482,2025-07-14,709.1
1555,150,2025-05-20,361.69
1556,494,2025-09-24,157.23
1557,261,2025-03-21,620.58
1558,85,2025-05-07,881.57
1559,451,2025-10-26,949.79
1560,477,2025-09-14,113.28
1561,15,2025-07-17,941.5
1562,448,2025-07-14,947.37
1563,290,2025-09-17,372.56
1564,477,2025-04-16,776.52
1565,241,2025-11-26,63.63
1566,196,2025-07-31,559.09
1567,231,2025-03-29,331.51
1568,123,2025-07-06,788.11
1569,193,2025-05-01,119.03
1570,53,2025-04-21,777.55
1571,132,2026-01-21,757.52
1572,430,2025-03-05,676.62
1573,447,2026-02-03,43.54
1574,193,2026-02-14,855.78
1575,349,2025-10-20,784.78
1576,464,2025-11-24,845.99
1577,431,2025-09-26,598.14
1578,388,2025-09-23,508.15
1579,192,2025-12-20,865.18
1580,70,2025-11-14,184.92
1581,112,2025-05-05,848.4
1582,285,2025-04-02,538.13
1583,5,2025-10-01,149.52
1584,206,2026-02-15,535.08
1585,251,2025-07-23,601.5
1586,477,2025-07-22,966.47
1587,459,2025-04-04,116.46
1588,28,2025-11-28,150.54
1589,483,2025-08-10,911.12
1590,164,2025-04-06,634.45
1591,177,2026-03-03,456.79
1592,360,2025-07-21,67.32
1593,234,2025-12-31,454.49
1594,375,2025-05-26,520.97
1595,39,2025-05-09,627.96
1596,471,2026-01-21,754.13
1597,445,2025-04-30,192.58
1598,360,2025-03-08,296.64
1599,478,2025-03-27,130.32
1600,447,2025-08-23,593.95
1601,312,2025-11-23,963.02
1602,478,2025-12-11,674.27
1603,65,2025-12-19,69.21
1604,252,2025-08-06,674.2
1605,389,2025-07-11,473.14
1606,158,2025-09-29,339.11
1607,21,2025-05-04,988.5
1608,409,2025-06-10,536.05
1609,310,2026-01-14,599.59
1610,145,2025-03-29,219.2
1611,272,2025-05-07,115.93
1612,453,2025-03-17,935.12
1613,60,2025-10-05,334.64
1614,462,2026-02-22,910.21
1615,320,2025-10-13,790.24
1616,303,2025-08-21,331.16
1617,59,2025-03-25,505.51
1618,174,2025-05-15,423.49
1619,20,2025-08-28,600.18
1620,299,2025-09-18,497.06
1621,474,2025-04-22,796.78
1622,363,2026-02-26,947.64
1623,427,2025-05-08,815.01
1624,367,2025-05-20,929.05
1625,178,2025-07-30,864.24
1626,224,2025-03-05,195.59
1627,22,2025-06-14,184.89
1628,191,2025-05-24,898.7
1629,57,2025-04-26,894.21
1630,448,2025-09-11,126.02
1631,121,2025-04-08,803.52
1632,478,2025-11-04,107.32
1633,370,2025-12-05,910.22
1634,484,2025-04-06,727.44
1635,250,2026-01-05,657.1
1636,133,2025-05-30,363.24
1637,346,2026-03-04,446.9
1638,149,2026-01-02,113.36
1639,266,2025-10-24,897.7
1640,422,2025-07-14,85.79
1641,378,2025-03-10,38.34
1642,26,2025-05-27,622.18
1643,416,2025-10-19,113.3
1644,399,2025-07-15,188.8
1645,104,2025-12-14,847.65
1646,29,2025-12-01,571.39
1647,179,2025-07-18,550.83
1648,289,2026-01-18,977.74
1649,199,2025-07-06,109.23
1650,472,2025-09-27,916.43
1651,476,2025-09-08,172.86
1652,291,2025-03-30,716.41
1653,199,2025-09-25,402.88
1654,128,2025-10-14,578.54
1655,380,2025-04-01,601.82
1656,254,2025-09-09,852.23
1657,447,2025-08-12,534.35
1658,69,2025-03-16,710.59
1659,427,2025-03-20,230.97
1660,285,2025-04-21,610.32
1661,107,2025-03-12,358.2
1662,361,2025-06-27,59.06
1663,363,2025-08-01,541.64
1664,118,2025-08-28,326.56
1665,290,2025-10-19,435.29
1666,123,2026-01-01,148.43
1667,181,2026-03-05,26.89
1668,145,2025-04-29,256.14
1669,415,2025-11-11,713.18
1670,320,2025-12-15,804.7
1671,69,2025-12-19,784.01
1672,155,2025-08-05,733.79
1673,45,2025-10-25,520.2
1674,53,2025-11-28,822.37
1675,205,2025-08-21,37.4
1676,54,2025-12-22,978.52
1677,327,2025-08-13,174.97
1678,184,2025-07-10,719.58
1679,268,2025-12-10,597.11
1680,308,2025-06-30,800.51
1681,11,2025-07-22,317.33
1682,265,2025-11-07,52.51
1683,53,2025-07-19,341.64
1684,442,2025-08-24,742.24
1685,84,2025-10-11,829.23
1686,428,2025-03-28,708.37
1687,480,2026-01-15,628.33
1688,180,2025-08-08,800.39
1689,448,2025-04-25,525.86
1690,419,2025-07-13,516.05
1691,337,2026-01-29,599.3
1692,408,2026-02-28,248.64
1693,301,2025-04-18,205.58
1694,322,2025-03-31,696.01
1695,289,2025-05-17,243.46
1696,444,2025-03-24,101.12
1697,66,2026-02-13,200.27
1698,445,2025-07-22,988.28
1699,96,2025-03-22,416.16
1700,464,2025-10-01,703.49
1701,224,2025-06-06,659.47
1702,123,2025-12-29,229.05
1703,92,2025-09-29,302.62
1704,310,2025-05-30,944.69
1705,170,2026-01-08,640.96
1706,280,2026-01-21,192.27
1707,92,2025-11-04,750.01
1708,104,2025-07-27,498.81
1709,461,2025-09-20,964.73
1710,103,2025-12-17,528.76
1711,253,2025-04-04,744.21
1712,66,2025-10-14,102.09
1713,3,2025-09-27,947.61
1714,429,2025-05-22,331.5
1715,437,2025-11-16,221.6
1716,483,2025-08-08,731.12
1717,274,2025-11-20,53.1
1718,92,2025-12-08,903.64
1719,311,2025-12-26,744.26
1720,488,2025-11-20,471.32
1721,275,2025-07-16,198.72
1722,325,2025-09-24,959.53
1723,392,2025-05-10,209.38
1724,19,2026-01-31,848.83
1725,348,2025-04-08,45.67
1726,293,2025-07-08,727.88
1727,50,2026-02-12,609.15
1728,99,2025-03-31,114.66
1729,475,2025-10-29,762.95
1730,424,2025-08-07,47.18
1731,454,2025-12-19,78.03
1732,134,2026-01-29,190.74
1733,407,2025-08-10,158.94
1734,286,2025-07-24,451.52
1735,32,2026-01-18,20.93
1736,194,2025-05-23,517.6
1737,298,2025-11-25,819.28
1738,341,2026-01-18,776.98
1739,404,2025-09-25,960.61
1740,413,2025-10-25,673.01
1741,482,2026-01-24,35.56
1742,430,2025-10-07,780.6
1743,49,2025-12-11,353.65
1744,75,2026-01-19,516.24
1745,265,2025-11-07,245.95
1746,383,2025-11-08,443.53
1747,234,2025-12-28,436.33
1748,122,2025-05-06,242.37
1749,156,2026-01-16,275.42
1750,350,2025-03-05,696.92
1751,289,2025-09-13,342.82
1752,245,2025-05-09,822.71
1753,86,2025-10-08,674.48
1754,463,2025-07-26,964.42
1755,223,2025-09-29,125.7
1756,427,2025-07-24,512.07
1757,478,2025-07-30,72.19
1758,1,2026-03-04,580.17
1759,332,2025-10-26,981.31
1760,228,2025-05-03,232.63
1761,172,2025-07-26,997.57
1762,70,2025-04-06,565.86
1763,97,2025-06-05,203.83
1764,192,2025-09-26,530.97
1765,114,2025-04-08,263.42
1766,458,2025-04-02,123.74
1767,31,2025-03-14,963.2
1768,41,2025-05-30,932.51
1769,491,2025-11-03,758.43
1770,359,2025-09-17,702.3
1771,404,2025-04-01,233.72
1772,467,2025-12-19,787.98
1773,77,2025-08-01,943.42
1774,416,2025-06-13,873.84
1775,25,2025-12-19,190.35
1776,446,2025-10-29,831.31
1777,65,2025-03-11,384.11
1778,284,2025-12-15,445.2
1779,363,2025-10-06,936.19
1780,284,2026-02-21,859.51
1781,304,2025-07-14,928.22
1782,224,2025-09-22,693.06
1783,172,2026-01-28,634.32
1784,71,2026-01-30,585.49
1785,199,2025-07-09,271.0
1786,482,2025-04-27,226.32
1787,212,2026-02-21,229.82
1788,201,2025-08-19,989.45
1789,104,2025-11-25,960.62
1790,248,2025-08-09,592.92
1791,288,2025-05-05,103.92
1792,184,2025-10-01,748.59
1793,438,2025-04-23,214.66
1794,78,2025-03-21,764.32
1795,151,2025-10-31,342.87
1796,254,2025-12-03,436.67
1797,342,2025-09-02,87.23
1798,145,2025-05-16,754.15
1799,193,2025-05-06,663.44
1800,169,2025-12-03,23.85
1801,225,2026-02-07,449.34
1802,202,2025-12-13,590.15
1803,250,2025-09-19,631.52
1804,474,2025-05-20,617.13
1805,460,2025-12-02,869.65
1806,86,2025-04-09,816.59
1807,487,2025-04-12,124.31
1808,444,2025-03-09,920.64
