order_item_id,order_id,product_id,quantity,price
1108,751,46,5,431.92
1109,871,37,1,343.69
1110,406,47,1,395.99
1111,117,12,2,345.44
1112,1033,37,1,179.4
1113,1664,28,2,359.02
1114,527,24,2,209.54
1115,957,5,5,403.62
1116,656,43,5,382.7
1117,1045,38,4,97.81
1118,1372,45,1,223.0
1119,1222,44,5,326.75
1120,1278,35,5,137.56
1121,26,50,1,226.3
1122,1570,38,2,341.86
1123,129,32,4,395.58
1124,940,25,4,299.88
1125,1410,34,1,207.02
1126,326,1,3,36.88
1127,1933,18,1,213.99
1128,877,23,1,230.46
1129,374,7,5,197.21
1130,150,14,1,56.77
1131,121,36,2,149.42
1132,850,28,5,25.77
1133,1621,15,2,193.78
1134,1278,30,3,172.79
1135,1106,10,3,46.89
1136,1223,2,1,489.47
1137,882,11,1,60.39
1138,170,46,1,129.28
1139,357,48,5,186.42
1140,662,19,1,305.58
1141,1765,28,2,310.29
1142,932,10,2,106.74
1143,1370,39,5,333.87
1144,181,20,3,168.73
1145,1094,39,3,371.25
1146,1296,1,5,248.92
1147,951,37,2,362.45
1148,759,9,1,364.81
1149,1077,39,5,185.54
1150,62,5,5,156.76
1151,523,26,2,336.4
1152,1295,8,4,180.29
1153,1464,48,2,396.91
1154,431,6,2,344.81
1155,718,3,2,400.82
1156,1117,8,3,60.88
1157,1775,5,2,361.61
1158,1837,4,5,117.41
1159,1862,8,1,438.17
1160,186,23,2,465.14
1161,51,4,3,329.16
1162,1061,29,2,113.41
1163,894,34,5,56.39
1164,1458,35,1,255.98
1165,1476,46,5,265.18
1166,1960,21,3,346.2
1167,950,38,3,36.04
1168,1518,11,2,361.5
1169,151,11,3,374.06
1170,461,5,1,382.2
1171,472,25,1,374.16
1172,1919,45,3,200.19
1173,974,32,1,331.07
1174,1225,43,3,368.72
1175,1348,17,3,52.79
1176,884,36,5,454.58
1177,1275,25,2,32.1
1178,203,28,5,155.76
1179,1665,22,3,355.58
1180,1885,39,5,148.72
1181,668,15,5,328.65
1182,1060,2,2,145.8
1183,263,11,4,423.63
1184,535,41,2,338.37
1185,1395,27,3,333.37
1186,1933,42,4,403.0
1187,1726,40,5,361.46
1188,10,45,1,82.78
1189,867,2,3,412.65
1190,855,30,1,202.95
1191,346,10,1,410.22
1192,1086,49,2,370.05
1193,564,9,4,330.38
1194,1923,37,3,187.96
1195,1715,27,1,195.29
1196,1530,24,2,147.33
1197,1861,42,1,332.58
1198,1379,34,3,276.86
1199,780,32,1,247.08
1200,1468,38,3,40.67
1201,1191,2,4,209.33
1202,1914,50,2,276.1
1203,293,40,4,240.8
1204,1026,25,1,422.3
1205,462,24,1,336.19
1206,1208,29,3,396.34
1207,1865,16,1,330.02
1208,754,32,2,266.69
1209,399,25,1,71.46
1210,809,30,4,90.95
1211,1825,29,2,287.15
1212,1297,48,5,207.29
1213,577,43,1,101.1
1214,695,22,1,303.52
1215,1052,3,2,232.93
1216,375,31,3,135.09
1217,457,49,5,140.63
1218,270,16,3,393.8
1219,546,17,5,84.05
1220,1064,39,1,487.88
1221,759,17,5,42.01
1222,824,12,2,426.9
1223,329,21,1,199.68
1224,603,46,4,110.98
1225,692,46,4,443.48
1226,1076,43,3,115.62
1227,321,43,4,226.48
1228,50,2,3,46.84
1229,669,47,3,424.31
1230,1184,22,2,166.29
1231,32,23,4,457.58
1232,371,9,5,86.29
1233,757,38,3,262.42
1234,1552,10,1,222.88
1235,717,31,2,58.46
1236,203,14,4,334.19
1237,1017,48,4,446.65
1238,962,28,4,135.25
1239,1563,26,3,77.94
1240,1325,22,5,437.46
1241,1079,24,2,32.84
1242,1685,14,2,135.02
1243,1085,50,3,107.76
1244,489,14,2,121.93
1245,1908,13,3,134.36
1246,53,27,2,35.67
1247,1865,14,3,43.83
1248,1737,13,5,328.39
1249,408,37,2,261.27
1250,986,10,5,175.99
1251,1405,22,2,150.03
1252,1892,14,2,299.46
1253,1057,2,2,383.35
1254,1315,6,3,366.7
1255,1914,13,5,346.65
1256,1945,20,1,303.76
1257,1370,44,4,189.78
1258,1004,37,5,414.95
1259,338,27,4,412.44
1260,1893,6,2,358.4
1261,342,47,4,11.07
1262,227,1,5,436.82
1263,1375,49,3,392.49
1264,1570,10,4,155.04
1265,1725,1,3,487.72
1266,1309,12,3,478.8
1267,1461,18,4,476.96
1268,1455,28,5,103.96
1269,1638,6,5,235.71
1270,1628,14,4,341.58
1271,991,2,5,449.51
1272,159,4,4,256.8
1273,1076,28,5,161.49
1274,340,21,5,111.36
1275,65,26,2,446.98
1276,1153,38,1,386.56
1277,543,37,2,164.63
1278,1296,44,1,353.66
1279,682,21,3,317.07
1280,460,4,4,420.28
1281,1722,46,4,77.11
1282,401,33,2,495.93
1283,9,20,2,383.6
1284,8,38,3,375.56
1285,112,33,2,163.36
1286,591,4,1,56.96
1287,884,39,2,221.38
1288,329,19,5,418.6
1289,879,32,5,409.5
1290,902,16,3,357.48
1291,1462,2,3,363.53
1292,1373,3,4,349.44
1293,1455,4,1,245.45
1294,903,23,3,138.14
1295,1036,25,2,398.74
1296,1767,24,1,295.8
1297,1205,41,2,200.01
1298,402,38,2,330.65
1299,256,35,4,163.27
1300,1928,44,1,203.79
1301,390,6,4,403.14
1302,1124,15,1,446.33
1303,748,42,4,245.48
1304,1558,18,5,249.33
1305,79,24,5,489.58
1306,18,6,1,470.95
1307,1196,48,1,122.81
1308,1689,33,3,79.38
1309,1617,20,2,476.85
1310,46,5,4,293.96
1311,363,28,4,359.77
1312,1620,47,4,156.93
1313,528,17,2,454.93
1314,274,19,4,496.17
1315,1876,7,4,414.5
1316,946,34,3,447.25
1317,1136,11,3,446.92
1318,20,44,5,234.23
1319,1954,35,4,321.42
1320,1172,44,2,442.8
1321,723,18,2,89.35
1322,1660,3,1,214.98
1323,1424,16,5,60.97
1324,1238,40,1,306.97
1325,1176,45,5,437.28
1326,984,46,5,193.52
1327,383,26,3,243.57
1328,121,12,5,381.32
1329,444,10,1,389.99
1330,1135,30,3,455.86
1331,1990,24,2,323.75
1332,838,18,5,232.17
1333,1288,11,2,392.06
1334,1160,8,3,383.8
1335,1443,26,5,10.15
1336,1319,25,5,12.45
1337,1003,49,3,194.8
1338,159,9,5,206.55
1339,999,42,1,399.39
1340,344,5,1,402.27
1341,767,46,1,435.12
1342,1181,36,4,266.18
1343,507,26,1,304.83
1344,1811,29,5,248.82
1345,793,25,5,458.4
1346,180,30,4,16.69
1347,1350,26,5,359.67
1348,1211,49,3,430.78
1349,1747,41,2,61.8
1350,1282,19,5,48.78
1351,1555,38,4,347.38
1352,1775,28,4,457.59
1353,1069,49,2,56.71
1354,56,30,4,178.04
1355,1157,20,4,284.99
1356,1371,11,5,201.04
1357,267,20,3,110.33
1358,365,35,2,45.07
1359,143,14,1,264.71
1360,1229,42,1,105.12
1361,1209,14,3,259.59
1362,14,7,5,330.57
1363,559,4,3,108.08
1364,1365,35,1,271.3
1365,6,14,5,321.58
1366,458,16,2,101.42
1367,404,45,3,327.42
1368,1958,2,5,324.61
1369,1330,21,3,270.7
1370,598,33,1,251.45
1371,614,2,2,47.9
1372,1351,10,3,415.78
1373,1124,24,5,71.43
1374,725,29,3,365.8
1375,350,47,1,61.72
1376,1214,48,2,90.52
1377,1701,32,4,458.42
1378,484,27,4,391.02
1379,1929,44,3,73.45
1380,1285,48,3,154.73
1381,1496,23,5,222.59
1382,223,10,2,53.16
1383,1425,33,3,11.01
1384,1860,42,1,111.27
1385,597,32,4,366.61
1386,849,2,3,50.34
1387,1352,6,2,328.08
1388,22,49,4,42.67
1389,1409,49,5,244.38
1390,354,18,1,12.31
1391,531,39,5,69.39
1392,1199,37,1,293.73
1393,1160,16,2,24.86
1394,1928,48,2,244.29
1395,1704,35,2,336.26
1396,1579,28,2,213.18
1397,359,10,5,164.96
1398,128,32,5,370.16
1399,1774,29,4,288.52
1400,1197,18,2,77.65
1401,871,2,2,381.53
1402,1448,30,3,376.63
1403,831,20,2,105.31
1404,1378,33,2,72.43
1405,623,16,1,314.89
1406,1324,5,3,217.14
1407,562,45,2,109.13
1408,460,21,3,39.79
1409,1710,24,5,124.69
1410,981,21,5,247.13
1411,1364,20,3,155.01
1412,180,37,1,52.31
1413,920,42,3,133.18
1414,74,34,1,67.84
1415,722,31,1,376.34
1416,288,35,1,223.99
1417,1336,40,2,31.19
1418,989,16,3,333.65
1419,1431,15,4,491.82
1420,1275,24,1,97.7
1421,1707,26,5,473.06
1422,775,13,5,414.59
1423,1150,27,5,483.98
1424,685,44,2,79.23
1425,1434,19,1,21.88
1426,1980,13,5,408.9
1427,748,23,5,276.14
1428,749,37,2,397.25
1429,433,48,5,35.04
1430,838,47,2,245.93
1431,1485,5,3,11.49
1432,1189,47,5,415.5
1433,1468,29,2,239.21
1434,413,37,3,425.2
1435,1235,46,4,340.46
1436,1709,24,4,406.03
1437,1790,27,3,243.52
1438,1479,10,3,255.95
1439,514,5,4,427.78
1440,1205,8,4,351.16
1441,1563,30,5,68.87
1442,1802,23,5,459.61
1443,766,21,5,238.84
1444,1944,8,1,93.63
1445,266,47,1,448.49
1446,685,7,1,392.34
1447,142,5,5,246.51
1448,1349,46,5,68.14
1449,1498,26,1,25.74
1450,1430,42,4,256.07
1451,553,22,2,174.6
1452,1442,36,4,422.36
1453,1719,13,5,314.76
1454,609,17,2,62.63
1455,1854,50,4,474.71
1456,483,21,5,406.72
1457,1803,3,3,188.85
1458,288,30,4,234.74
1459,613,23,4,419.95
1460,124,39,4,386.24
1461,678,3,1,15.0
1462,760,23,1,298.07
1463,588,2,4,131.1
1464,915,7,3,364.64
1465,187,19,1,393.02
1466,1739,26,3,460.48
1467,1763,48,5,124.96
1468,1013,28,4,208.72
1469,873,32,1,122.08
1470,1525,36,2,405.76
1471,261,4,2,147.17
1472,1235,18,2,242.36
1473,355,38,2,176.7
1474,1766,50,1,13.83
1475,1154,35,5,58.26
1476,291,6,5,466.59
1477,29,49,1,190.97
1478,1757,19,4,151.16
1479,1804,22,3,77.5
1480,81,26,2,349.81
1481,734,5,1,476.14
1482,1677,40,4,53.08
1483,7,45,5,298.5
1484,1766,37,2,221.56
1485,415,13,1,122.06
1486,1322,27,5,57.12
1487,1056,42,3,285.2
1488,516,27,2,477.44
1489,416,1,1,85.44
1490,1410,49,2,81.89
1491,1885,6,4,382.74
1492,1338,43,1,350.37
1493,1741,37,1,159.18
1494,294,36,3,268.21
1495,1129,47,5,472.55
1496,1013,8,1,153.23
1497,1742,22,2,291.69
1498,1948,20,4,381.03
1499,677,42,4,62.09
1500,1157,23,1,393.98
1501,1029,45,3,39.31
1502,435,38,1,492.62
1503,1293,42,5,18.0
1504,660,4,5,420.21
1505,108,36,1,357.85
1506,461,20,4,148.03
1507,1639,5,2,493.32
1508,924,29,4,149.54
1509,262,23,2,63.65
1510,540,14,4,94.17
1511,1263,32,1,273.87
1512,1682,31,2,442.47
1513,1571,31,3,464.09
1514,736,1,1,418.93
1515,268,22,4,173.2
1516,1190,25,5,188.82
1517,1676,6,2,281.92
1518,1978,11,5,325.83
1519,762,4,3,32.97
1520,607,34,5,182.61
1521,105,15,3,470.99
1522,417,27,1,31.59
1523,145,2,2,72.41
1524,693,13,2,402.21
1525,1788,39,3,113.33
1526,1674,42,5,139.02
1527,1221,28,1,152.59
1528,305,5,3,393.6
1529,206,24,2,462.01
1530,1372,31,1,351.49
1531,1556,28,5,454.74
1532,1194,40,1,442.72
1533,545,28,5,291.26
1534,132,16,3,286.85
1535,596,14,2,111.05
1536,1902,10,4,82.37
1537,277,4,3,270.22
1538,1693,35,5,318.24
1539,1174,1,4,468.49
1540,1907,49,5,434.06
1541,981,42,3,207.33
1542,1699,28,1,10.26
1543,473,42,3,429.93
1544,1717,45,5,258.81
1545,433,45,1,439.63
1546,1725,45,2,489.78
1547,1552,31,2,130.97
1548,1811,50,5,253.32
1549,1597,43,5,274.01
1550,1650,33,3,299.46
1551,48,21,5,95.73
1552,1334,38,3,360.76
1553,173,2,2,77.83
1554,996,8,4,342.94
1555,662,41,5,263.47
1556,931,16,4,410.83
1557,254,47,3,407.23
1558,1003,2,4,397.29
1559,961,8,1,96.74
1560,247,32,1,10.24
1561,1085,7,3,77.11
1562,1685,22,3,46.77
1563,481,1,4,391.5
1564,805,4,3,365.36
1565,1922,7,2,162.52
1566,1985,22,2,391.82
1567,367,24,2,299.67
1568,235,17,2,165.55
1569,1951,17,2,149.13
1570,1500,37,1,413.63
1571,448,29,3,174.3
1572,1588,14,2,353.86
1573,845,35,2,460.85
1574,82,30,1,253.33
1575,141,47,2,141.48
1576,1466,48,4,208.8
1577,1439,4,3,193.03
1578,421,15,2,328.15
1579,965,39,2,443.43
1580,11,1,1,471.63
1581,859,34,4,82.55
1582,21,1,5,445.21
1583,960,25,2,458.95
1584,448,16,1,356.13
1585,913,49,1,478.97
1586,312,43,4,40.19
1587,1364,37,3,94.94
1588,30,35,4,226.59
1589,665,13,1,294.38
1590,1324,47,5,157.05
1591,352,32,2,448.33
1592,126,46,3,41.84
1593,1868,44,1,301.22
1594,1880,48,2,49.69
1595,1839,17,4,303.55
1596,625,26,1,211.84
1597,923,15,1,286.72
1598,838,22,2,111.87
1599,1284,47,5,426.01
1600,1227,37,3,274.03
1601,409,19,2,327.31
1602,990,21,4,128.71
1603,1388,4,5,95.02
1604,750,42,2,493.27
1605,353,21,1,114.32
1606,1937,20,1,434.66
1607,1827,18,1,269.06
1608,396,44,1,481.54
1609,316,8,2,316.68
1610,1443,21,2,283.36
1611,1818,16,5,232.6
1612,1648,20,5,197.06
1613,1763,14,3,170.77
1614,875,37,2,357.35
1615,875,9,4,379.3
1616,1095,14,5,464.62
1617,64,9,5,116.97
1618,1946,8,1,66.92
1619,1965,47,3,304.97
1620,1664,16,2,473.35
1621,34,44,2,133.48
1622,390,26,5,151.9
1623,1005,35,4,146.13
1624,814,2,4,148.91
1625,1897,39,4,102.93
1626,479,34,1,465.08
1627,612,17,1,100.1
1628,377,17,1,371.74
1629,1503,47,3,103.0
1630,563,48,4,134.31
1631,63,50,2,320.08
1632,973,43,5,422.81
1633,994,10,4,85.35
1634,1351,38,5,19.11
1635,432,49,5,289.37
1636,1349,39,3,246.79
1637,1916,17,4,360.99
1638,665,20,3,93.71
1639,1831,13,5,105.41
1640,1481,20,4,223.67
1641,514,11,3,72.86
1642,1219,30,2,273.88
1643,151,9,5,392.26
1644,988,25,3,411.56
1645,1499,44,2,127.18
1646,183,25,5,454.93
1647,1459,30,2,471.89
1648,1032,39,3,248.93
1649,1640,28,4,341.68
1650,1669,47,3,17.65
1651,1557,37,2,22.6
1652,1965,50,1,10.69
1653,898,23,2,247.68
1654,1512,13,3,171.34
1655,728,27,5,49.42
1656,520,3,5,149.25
1657,425,9,2,204.8
1658,1156,26,1,84.45
1659,497,20,5,120.34
1660,976,44,4,338.53
1661,1505,39,3,172.64
1662,726,50,3,477.09
1663,253,16,4,241.18
1664,758,37,3,129.04
1665,1841,9,3,328.74
1666,964,21,3,221.18
1667,586,8,4,190.35
1668,1655,28,4,92.14
1669,1450,20,4,438.65
1670,1186,19,3,97.33
1671,1511,8,1,288.65
1672,503,20,5,138.7
1673,40,44,3,104.62
1674,914,30,5,270.61
1675,1714,41,1,318.56
1676,693,45,3,173.17
1677,460,32,2,294.74
1678,651,21,2,348.03
1679,1639,4,3,224.73
1680,1924,22,3,229.47
1681,1246,18,2,395.2
1682,1209,25,5,179.27
1683,45,31,1,343.1
1684,1777,49,3,397.32
1685,184,48,1,455.21
1686,1771,36,3,431.59
1687,179,34,3,276.71
1688,1824,16,2,55.71
1689,873,33,3,377.73
1690,1036,27,5,488.98
1691,1677,17,5,82.25
1692,1265,2,3,363.56
1693,1488,46,5,81.28
1694,1171,25,5,427.66
1695,399,17,1,249.45
1696,382,40,5,342.45
1697,755,46,4,413.21
1698,1337,16,5,236.68
1699,845,9,4,298.22
1700,814,12,4,381.31
1701,891,31,3,181.28
1702,1292,38,1,298.99
1703,405,49,5,179.59
1704,902,33,2,392.01
1705,1131,1,2,288.51
1706,1056,12,3,375.75
1707,1231,12,1,313.27
1708,659,37,2,396.78
1709,1527,34,1,74.98
1710,1154,32,5,47.31
1711,1886,12,2,425.44
1712,244,18,3,300.01
1713,1553,8,4,452.88
1714,607,45,1,86.49
1715,830,44,3,483.51
1716,57,13,4,140.35
1717,929,38,5,148.9
1718,59,19,5,106.29
1719,975,43,2,109.24
1720,581,12,1,316.21
1721,497,25,5,324.4
1722,1640,2,3,238.53
1723,855,50,2,355.52
1724,1491,21,4,338.14
1725,927,33,5,450.16
1726,1217,2,1,83.24
1727,1269,44,1,71.67
1728,1115,41,5,387.71
1729,572,14,1,412.3
1730,974,29,5,421.93
1731,1414,25,2,95.98
1732,1302,14,1,112.97
1733,1408,14,2,384.78
1734,1603,34,4,109.0
1735,1463,49,3,36.2
1736,941,30,2,282.75
1737,1509,43,5,101.84
1738,1191,41,3,291.28
1739,376,5,5,77.23
1740,1838,25,2,112.08
1741,758,33,4,72.77
1742,1499,30,4,248.55
1743,947,6,2,39.29
1744,862,15,2,297.04
1745,311,6,4,458.42
1746,1182,34,1,433.2
1747,706,49,4,156.59
1748,1313,36,4,306.33
1749,1249,9,3,285.06
1750,257,39,5,201.63
1751,1978,46,2,339.05
1752,52,47,5,97.28
1753,759,28,1,90.71
1754,1478,43,3,224.18
1755,1932,13,5,36.19
1756,757,46,1,168.77
1757,663,2,5,295.34
1758,1796,13,1,225.32
1759,1421,11,1,13.41
1760,1771,26,5,32.22
1761,1782,36,2,121.26
1762,237,14,1,313.39
1763,1980,38,3,440.53
1764,947,2,3,412.25
1765,1516,21,5,316.51
1766,1287,44,5,139.02
1767,1345,30,2,297.36
1768,589,31,1,490.73
1769,108,9,5,127.9
1770,1783,49,4,309.56
1771,1673,22,5,405.36
1772,838,2,2,255.98
1773,993,12,3,34.74
1774,1455,34,2,107.86
1775,1945,20,1,166.41
1776,1262,36,1,27.05
1777,1559,44,2,243.11
1778,1326,7,1,376.53
1779,1484,29,1,206.78
1780,1138,3,4,482.33
1781,1431,16,5,206.51
1782,350,9,5,478.5
1783,1314,23,3,103.05
1784,762,45,1,120.18
1785,1938,4,3,146.6
1786,1575,46,3,176.07
1787,1427,45,4,91.73
1788,1708,17,2,470.39
1789,1418,25,1,120.89
1790,960,28,5,489.85
1791,1282,2,2,177.69
1792,1475,32,5,252.97
1793,1576,35,4,181.23
1794,1760,21,5,348.34
1795,719,31,4,442.98
1796,1850,17,5,414.56
1797,1327,34,2,117.46
1798,12,32,5,269.95
1799,1266,8,3,467.93
1800,1386,42,3,49.33
1801,1504,44,2,49.39
1802,1249,43,5,127.15
1803,1670,43,4,166.33
1804,504,5,4,42.89
1805,633,6,2,69.81
1806,1414,6,1,263.71
1807,1988,45,1,200.24
1808,1625,9,5,239.78
1809,1327,47,5,318.02
1810,1070,5,3,40.41
1811,1161,49,2,323.57
1812,706,49,4,311.9
1813,1373,30,2,438.79
1814,1626,22,3,499.6
1815,800,49,1,277.29
1816,531,25,2,27.86
1817,1631,39,4,56.71
1818,719,43,5,163.4
1819,356,10,4,499.95
1820,1362,4,3,166.57
1821,1309,47,4,170.07
1822,507,42,5,129.77
1823,1557,42,4,108.96
1824,977,25,2,482.27
1825,1152,13,3,289.35
1826,1869,25,4,486.3
1827,1104,47,4,304.9
1828,1578,8,5,32.95
1829,808,1,4,318.16
1830,1598,49,2,89.22
1831,1219,48,5,98.2
1832,1393,1,3,352.69
1833,50,17,4,194.31
1834,250,13,5,494.17
1835,846,10,1,330.21
1836,1655,42,1,179.94
1837,1802,28,5,342.14
1838,1076,23,2,476.09
1839,1532,12,2,96.17
1840,45,45,4,383.54
1841,664,44,5,255.69
1842,1110,24,1,189.05
1843,3,3,3,388.82
1844,687,48,2,404.51
1845,366,42,1,129.7
1846,164,41,3,396.82
1847,514,31,5,320.87
1848,1675,14,3,340.81
1849,567,9,1,343.47
1850,993,26,4,136.6
1851,1654,43,2,195.31
1852,1584,10,4,405.17
1853,588,36,5,187.45
1854,697,14,2,37.35
1855,103,15,3,279.63
1856,796,35,2,107.24
1857,1102,13,2,464.59
1858,258,12,3,312.31
1859,1969,6,5,49.76
1860,1210,10,4,486.56
1861,190,18,5,52.81
1862,1630,35,4,323.59
1863,1120,23,1,122.76
1864,1320,3,3,14.51
1865,1543,42,4,266.39
1866,1380,36,4,335.3
1867,1949,6,5,256.11
1868,308,7,4,196.71
1869,87,20,2,212.68
1870,247,12,3,38.68
1871,1957,25,4,257.46
1872,1675,8,1,257.05
1873,428,11,5,109.59
1874,489,46,3,186.48
1875,1873,42,5,87.21
1876,212,10,5,33.03
1877,322,2,2,497.98
1878,354,43,1,110.26
1879,1046,25,3,270.94
1880,905,21,2,117.52
1881,1524,20,4,467.88
1882,819,1,3,402.04
1883,1060,33,3,181.95
1884,228,26,4,419.99
1885,1906,14,2,295.71
1886,1377,26,3,142.34
1887,6,8,4,288.55
1888,1597,14,5,387.74
1889,960,6,2,456.45
1890,82,15,2,79.85
1891,614,35,2,315.59
1892,777,11,3,404.02
1893,939,15,2,435.78
1894,505,25,3,23.46
1895,55,16,3,307.87
1896,1291,38,2,483.31
1897,1483,42,5,216.64
1898,902,8,4,246.47
1899,343,7,3,427.35
1900,1750,18,3,459.33
1901,1893,45,4,19.33
1902,1171,40,5,17.6
1903,166,38,1,241.27
1904,1242,15,5,350.61
1905,1031,4,5,133.94
1906,1283,16,4,365.17
1907,809,5,1,379.19
1908,1222,8,5,40.11
1909,1468,30,3,302.94
1910,663,25,2,307.23
1911,1217,24,5,356.37
1912,1524,8,3,218.79
1913,1945,37,2,147.79
1914,1977,20,5,171.51
1915,1595,7,2,181.53
1916,945,11,1,380.25
1917,318,24,5,91.96
1918,1084,47,1,499.62
1919,1140,14,4,452.82
1920,691,27,5,106.73
1921,1049,2,3,184.93
1922,174,14,1,53.55
1923,1984,44,3,157.76
1924,1536,13,3,236.14
1925,530,36,4,449.61
1926,284,9,4,197.9
1927,1253,34,3,34.84
1928,59,25,5,354.17
1929,264,7,5,308.76
1930,470,50,2,67.08
1931,184,27,2,129.67
1932,1091,3,4,48.8
1933,146,38,5,154.13
1934,668,36,3,346.31
1935,1827,21,3,56.62
1936,1463,34,1,54.38
1937,1634,6,3,407.83
1938,1735,39,2,392.9
1939,688,17,4,141.16
1940,40,12,5,224.72
1941,144,6,1,254.18
1942,459,41,1,359.12
1943,1201,46,2,302.51
1944,225,12,4,172.14
1945,134,19,2,61.56
1946,929,39,1,291.08
1947,1934,28,3,441.98
1948,866,7,3,281.83
1949,1278,8,5,290.33
1950,931,2,1,403.62
1951,779,35,2,26.77
1952,309,40,4,333.27
1953,1024,8,1,220.6
1954,1591,40,5,260.6
1955,1079,23,5,297.79
1956,1110,23,5,457.99
1957,597,42,1,280.11
1958,1581,28,5,423.32
1959,1220,14,5,367.67
1960,321,1,5,319.12
1961,1768,3,3,446.9
1962,220,37,3,257.71
1963,1606,9,3,61.8
1964,1642,45,1,76.21
1965,1665,42,1,473.76
1966,1358,43,5,39.62
1967,992,41,2,174.38
1968,1391,15,1,470.73
1969,574,8,3,292.32
1970,1959,48,1,342.68
1971,1659,30,4,286.04
1972,1000,21,1,287.65
1973,1514,14,4,246.86
1974,67,2,2,178.56
1975,1216,24,3,112.86
1976,255,24,1,384.81
1977,1205,16,2,408.72
1978,677,30,4,443.72
1979,1422,16,5,294.68
1980,814,26,2,243.71
1981,438,48,5,234.87
1982,1569,35,1,119.68
1983,1139,7,1,461.28
1984,1899,39,5,441.65
1985,1001,30,3,237.94
1986,1201,43,2,488.07
1987,1080,35,1,322.43
1988,256,13,4,177.01
1989,332,8,2,363.81
1990,139,16,3,337.23
1991,1769,39,3,396.61
1992,1769,32,2,207.45
1993,994,46,3,69.09
1994,303,7,4,199.89
1995,881,29,1,202.49
1996,421,22,5,395.18
1997,1670,2,1,408.52
1998,1900,20,2,252.01
1999,805,31,1,133.04
2000,53,4,4,384.27
2001,731,27,5,345.25
2002,1423,42,1,488.09
2003,1065,43,4,305.33
2004,1601,8,1,373.71
2005,942,47,2,251.9
2006,601,9,2,494.06
2007,1964,36,2,169.63
2008,495,42,4,71.32
2009,877,33,3,241.02
2010,620,15,3,389.95
2011,1061,14,2,440.15
2012,136,28,3,218.04
2013,896,42,2,178.09
2014,1493,19,5,180.74
2015,737,48,1,221.05
2016,991,5,1,18.1
2017,1140,45,2,289.14
2018,259,23,5,242.69
2019,1378,5,3,305.88
2020,1854,27,5,478.18
2021,965,31,3,200.26
2022,478,35,2,139.23
2023,1548,16,4,353.71
2024,1490,35,1,89.79
2025,1328,23,2,147.34
2026,1971,22,4,26.53
2027,1448,20,3,312.78
2028,381,50,5,310.88
2029,1087,29,4,406.26
2030,64,42,4,102.98
2031,1093,43,3,154.37
2032,605,25,2,483.14
2033,829,1,4,240.75
2034,270,27,5,464.24
2035,199,18,3,60.4
2036,1220,50,1,254.27
2037,951,48,2,140.4
2038,1441,16,1,205.74
2039,209,7,2,27.14
2040,1099,24,5,201.98
2041,220,11,5,431.98
2042,613,30,4,20.87
2043,1705,48,4,298.44
2044,276,37,4,356.75
2045,1275,5,5,421.6
2046,360,32,2,216.47
2047,1317,37,3,399.25
2048,1221,6,3,163.71
2049,1090,45,2,442.06
2050,1064,5,2,435.73
2051,1573,30,3,120.24
2052,1450,21,3,54.43
2053,844,21,4,225.71
2054,319,14,5,175.05
2055,1492,17,1,16.88
2056,161,48,5,74.86
2057,714,13,4,123.1
2058,1844,9,5,221.82
2059,1145,27,3,333.43
2060,1916,30,3,350.9
2061,32,49,4,284.56
2062,1158,41,1,282.96
2063,702,17,3,450.07
2064,792,47,2,470.09
2065,1952,22,4,69.62
2066,1650,25,2,396.46
2067,1195,6,4,466.63
2068,588,39,2,63.71
2069,974,25,5,466.36
2070,1572,39,2,421.02
2071,1479,44,1,79.04
2072,469,48,2,85.44
2073,1534,24,2,28.98
2074,1724,19,3,178.57
2075,167,1,2,318.4
2076,780,43,2,14.63
2077,842,27,3,167.54
2078,704,34,4,108.82
2079,1540,45,2,239.36
2080,1814,12,2,373.63
2081,1075,5,1,407.27
2082,1137,11,5,41.19
2083,1533,39,1,328.38
2084,748,9,3,293.98
2085,1402,40,1,375.62
2086,1174,15,5,241.15
2087,1975,42,4,152.55
2088,769,15,2,81.85
2089,1874,43,1,56.48
2090,203,27,5,311.49
2091,1786,11,5,56.69
2092,78,23,1,442.11
2093,878,5,2,67.14
2094,172,39,3,237.68
2095,1322,35,5,137.29
2096,766,47,3,174.27
2097,437,30,2,200.86
2098,259,19,1,111.83
2099,393,25,3,286.85
2100,174,24,3,429.77
2101,611,33,4,195.87
2102,586,38,3,388.98
2103,474,19,4,324.8
2104,298,41,2,279.67
2105,1672,49,2,478.47
2106,803,44,4,315.51
2107,238,3,1,214.47
2108,751,9,2,228.46
2109,1354,44,4,174.64
2110,37,45,2,236.53
2111,1941,1,1,121.03
2112,35,17,1,201.42
2113,826,48,3,313.76
2114,1616,45,5,382.17
2115,1694,13,3,376.99
2116,453,48,1,132.66
2117,1601,41,2,349.15
2118,531,4,1,166.81
2119,1492,46,3,304.12
2120,968,25,4,448.14
2121,1271,28,4,427.84
2122,1750,5,1,408.24
2123,1604,10,4,491.99
2124,589,33,4,222.94
2125,1264,28,4,496.27
2126,1406,22,5,103.97
2127,512,27,5,265.11
2128,1095,23,4,374.45
2129,997,40,4,490.61
2130,1385,1,2,79.55
2131,120,50,3,188.05
2132,1414,31,1,302.14
2133,297,40,1,76.88
2134,1563,44,1,81.79
2135,640,4,5,79.23
2136,1987,10,3,327.6
2137,342,36,2,100.68
2138,78,16,1,238.53
2139,1322,13,5,498.0
2140,1171,42,3,450.18
2141,590,8,5,304.22
